Change,Country,Location,Name,NameWoDiacritics,Subdivision,Status,Function,Date,IATA,Coordinates,Remarks,CoordinatesDecimal,Distance,Source
,US,BN4,Brookneal,Brookneal,VA,RL,-23-----,0701,,3703N 07856W,,"37.05000,-78.93333",1,UN/LOCODE
,US,8BR,Brookport,Brookport,IL,RL,--3-----,1301,,3707N 08837W,,"37.11667,-88.61667",1,UN/LOCODE
,US,3BK,Brooks,Brooks,CA,RL,--3-----,1207,,3844N 12208W,,"38.73333,-122.13333",2,UN/LOCODE
,US,B5O,Brooks,Brooks,GA,RL,--3-----,1607,,3317N 08427W,,"33.28333,-84.45000",1,UN/LOCODE
,US,AFR,Brooks,Brooks,KY,RL,-23-----,0601,,3804N 08543W,,"38.06667,-85.71667",1,UN/LOCODE
,US,9OK,Brooks,Brooks,ME,RL,--3-----,1607,,4433N 06907W,,"44.55000,-69.11667",0,UN/LOCODE
,US,B7K,Brooks,Brooks,MN,RL,--3-----,1301,,4748N 09600W,,"47.80000,-96.00000",2,UN/LOCODE
,US,BRS,Brooks,Brooks,OR,RQ,--3-----,9307,,4503N 12257W,,"45.0475594,-122.957583",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/150961011#map=12/45.0475594/-122.957583
,US,BKF,Brooks Lake,Brooks Lake,AK,AI,---4----,0001,,3340N 08606W,,"33.658528000000004,-86.09386365851458",N/A (no UN/LOCODE),https://www.openstreetmap.org/way/720259264#map=12/33.658528000000004/-86.09386365851458
,US,RBH,Brooks Lodge,Brooks Lodge,AK,AI,---4----,0001,,,,,N/A,N/A
,US,XDI,Brookshire,Brookshire,TX,RQ,--3-----,9307,,2947N 09557W,,"29.7860643,-95.9510661",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/115405
,US,5OO,Brookside,Brookside,NJ,RL,--3-----,1607,,4047N 07434W,,"40.78333,-74.56667",1,UN/LOCODE
,US,KII,Brookston,Brookston,IN,RL,-23-----,0701,,4036N 08652W,,"40.60000,-86.86667",0,UN/LOCODE
,US,B5K,Brookston,Brookston,TX,RL,--3-----,1407,,3337N 09541W,,"33.61667,-95.68333",2,UN/LOCODE
,US,BKJ,Brooksville,Brooksville,FL,RQ,--3-----,9307,,2833N 08223W,,"28.5552719,-82.3878709",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/117741
,US,BKQ,Brooksville,Brooksville,IN,RL,1-3--6--,0601,,3925N 08500W,,"39.41667,-85.00000",1231,UN/LOCODE
,US,VJL,Brooksville,Brooksville,KY,RL,--3-----,1201,,3840N 08403W,,"38.66667,-84.05000",2,UN/LOCODE
,US,8VL,Brooksville,Brooksville,ME,RL,--3-----,1807,,4420N 06841W,,"44.33333,-68.68333",2,UN/LOCODE
,US,KSL,Brooksville,Brooksville,MS,RL,-23--6--,0601,,3314N 08835W,,"33.23333,-88.58333",0,UN/LOCODE
,US,BV4,Brookville,Brookville,IN,RQ,--3-----,0607,,3925N 08502W,,"39.41667,-85.03333",2,UN/LOCODE
,US,BV5,Brookville,Brookville,NY,RL,-----6--,0901,,4255N 07812W,,"42.91667,-78.20000",1,UN/LOCODE
,US,OOV,Brookville,Brookville,OH,RL,-23--6--,0401,,3950N 08424W,,"39.83333,-84.40000",1,UN/LOCODE
,US,BVP,Brookville,Brookville,PA,RQ,--3-----,9307,,4110N 07905W,,"41.1604348,-79.0794702",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/188642
,US,BWA,Brookwood,Brookwood,AL,RQ,--3-----,9307,,3315N 08719W,,"33.2556719,-87.3208336",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/110835
,US,XCM,Broomall,Broomall,PA,RQ,--3-----,9307,,3959N 07521W,,"39.9815001,-75.3565797",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/157620438#map=12/39.9815001/-75.3565797
,US,BJC,Broomfield,Broomfield,CO,AI,---4----,9601,,3956N 10503W,,"39.9403995,-105.05208",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/1411321
,US,ZOB,Brooten,Brooten,MN,RL,--3-----,1707,,4530N 09507W,,"45.50000,-95.11667",1,UN/LOCODE
,US,B8S,Broseley,Broseley,MO,RL,--3-----,1601,,3640N 09014W,,"36.66667,-90.23333",1,UN/LOCODE
,US,BSY,"Broussard, Lafayette","Broussard, Lafayette",LA,RL,-23-----,0507,,3008N 09157W,,"30.13333,-91.95000",2,UN/LOCODE
,US,B2C,Brown City,Brown City,MI,RL,--3-----,0901,,4312N 08259W,,"43.20000,-82.98333",1,UN/LOCODE
,US,XCQ,Brown Deer,Brown Deer,WI,RQ,--3-----,9307,,4310N 08758W,,"43.1744352,-87.972722",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/242244
,US,B8F,Brownfield,Brownfield,ME,RL,--3-----,1807,,4356N 07054W,,"43.93333,-70.90000",1,UN/LOCODE
,US,BXU,Brownfield,Brownfield,TX,RQ,--3-----,9307,,3311N 10216W,,"33.1811661,-102.274237",N/A (no UN/LOCODE),https://www.openstreetmap.org/way/33193652#map=12/33.1811661/-102.274237
,US,BI9,Browning,Browning,IL,RL,--3-----,2001,,4007N 09022W,,"40.11667,-90.36667",1,UN/LOCODE
,US,JBJ,Browns Mills,Browns Mills,NJ,RL,--3-----,1307,,3958N 07435W,,"39.96667,-74.58333",1,UN/LOCODE
,US,QXY,Browns Mills,Browns Mills,NJ,RL,1-3-----,1401,,3958N 07435W,,"39.96667,-74.58333",1,UN/LOCODE
,US,XCL,Browns Summit,Browns Summit,NC,RQ,--3-----,9307,,3613N 07943W,,"36.2126351,-79.7136413",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/158298225#map=12/36.2126351/-79.7136413
,US,QVY,Browns Valley,Browns Valley,MN,RQ,--3-----,1001,,4535N 09649W,,"45.58333,-96.81667",2,UN/LOCODE
,US,B2O,Brownsboro,Brownsboro,AL,RL,-----6--,0901,,3444N 08626W,,"34.73333,-86.43333",2,UN/LOCODE
,US,BWB,Brownsburg,Brownsburg,IN,RL,1234----,0401,,3950N 08623W,,"39.83333,-86.38333",2,UN/LOCODE
,US,5BR,Brownstown,Brownstown,IL,RL,--3-----,1301,,3859N 08857W,,"38.98333,-88.95000",1,UN/LOCODE
,US,BXV,Brownstown,Brownstown,IN,RQ,--3-----,9307,,3853N 08603W,,"38.8789426,-86.0419247",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/127587
,US,BQN,Brownstown,Brownstown,MI,RL,--3-----,0002,,4209N 08317W,,"42.1529228,-83.2753247",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/558334
,US,BR9,Brownstown,Brownstown,PA,RL,--3-----,0901,,4032N 07930W,,"40.53333,-79.50000",2,UN/LOCODE
,US,OWT,Brownstown Township,Brownstown Township,MI,RL,-23--6--,0601,,4209N 08316W,,"42.15000,-83.26667",1,UN/LOCODE
,US,QBR,Brownsville,Brownsville,FL,RL,--3-----,0010,,3025N 08715W,,"30.41667,-87.25000",1,UN/LOCODE
,US,BW8,Brownsville,Brownsville,IN,RL,--3-----,0901,,3939N 08500W,,"39.65000,-85.00000",2,UN/LOCODE
,US,B7W,Brownsville,Brownsville,OR,RL,--3-----,1301,,4423N 12259W,,"44.38333,-122.98333",1,UN/LOCODE
,US,BV8,Brownsville,Brownsville,PA,RL,1-3-----,1301,,4001N 07953W,,"40.01667,-79.88333",1,UN/LOCODE
,US,BSD,Brownsville,Brownsville,TN,RQ,--3-----,9307,,3536N 08916W,,"35.5939671,-89.262291",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/197258
,US,BRO,Brownsville,Brownsville,TX,AI,1234----,0207,,2554N 09729W,,"25.90000,-97.48333",2,UN/LOCODE
,US,ZVB,Brownsville,Brownsville,WI,RL,1-3-----,0212,,4337N 08829W,,"43.61667,-88.48333",1,UN/LOCODE
,US,BWW,Brownton,Brownton,MN,RQ,--3-----,9307,,4444N 09421W,,"44.7319068,-94.3502593",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/137636
,US,8BL,Brownville,Brownville,ME,RL,--3-----,1807,,4518N 06902W,,"45.30000,-69.03333",1,UN/LOCODE
,US,B5W,Brownville,Brownville,NE,RL,--3-----,1301,,4023N 09539W,,"40.38333,-95.65000",2,UN/LOCODE
,US,QBV,Brownville,Brownville,NY,RL,--3-----,0307,,4401N 07559W,,"44.01667,-75.98333",1,UN/LOCODE
,US,3BD,Brownwood,Brownwood,MO,RL,--3-----,1501,,3704N 08957W,,"37.06667,-89.95000",2,UN/LOCODE
,US,BWD,Brownwood,Brownwood,TX,AI,---4----,9601,,3142N 09859W,,"31.7070026,-98.9831022",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/113261
,US,BCZ,Bruce,Bruce,MS,RL,-23-----,0212,,3400N 08921W,,"34.00000,-89.35000",1,UN/LOCODE
,US,BZU,Bruce,Bruce,SD,RQ,--3-----,0607,,4426N 09653W,,"44.43333,-96.88333",1,UN/LOCODE
,US,BHI,Bruce,Bruce,WI,RL,1-3-----,0212,,4527N 09116W,,"45.45000,-91.26667",1,UN/LOCODE
,US,QBQ,Bruce Crossing,Bruce Crossing,MI,RL,-23-----,0701,,4632N 08911W,,"46.53333,-89.18333",0,UN/LOCODE
,US,BUB,Bruceton,Bruceton,TN,RL,-23--6--,0601,,3603N 08814W,,"36.05000,-88.23333",2,UN/LOCODE
,US,BCM,Bruceton Mills,Bruceton Mills,WV,RL,1-3-----,0212,,3940N 07938W,,"39.66667,-79.63333",1,UN/LOCODE
,US,BC8,Bruceville,Bruceville,IN,RL,--3-----,1207,,3845N 08724W,,"38.75000,-87.40000",2,UN/LOCODE
,US,UCV,Bruceville,Bruceville,TX,RL,-23-----,0701,,3119N 09714W,,"31.31667,-97.23333",2,UN/LOCODE
,US,AGD,Brundidge,Brundidge,AL,RL,-23-----,0601,,3143N 08549W,,"31.71667,-85.81667",0,UN/LOCODE
,US,B6U,Bruno,Bruno,AR,RL,--3-----,1907,,3608N 09246W,,"36.13333,-92.76667",2,UN/LOCODE
,US,SSI,Brunswick,Brunswick,GA,AI,1--4----,0001,,3109N 08129W,,"31.1499528,-81.4914894",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/119696
,US,BU6,Brunswick,Brunswick,MD,RL,--3-----,1401,,3918N 07737W,,"39.30000,-77.61667",2,UN/LOCODE
,US,WI7,Brunswick,Brunswick,MD,RL,--3-----,1307,,3918N 07737W,,"39.30000,-77.61667",2,UN/LOCODE
,US,NHZ,Brunswick,Brunswick,ME,AI,--34----,9601,,4355N 06958W,,"43.9166529,-69.9659438",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/12170369
,US,RU9,Brunswick,Brunswick,MO,RL,--3-----,1707,,3925N 09307W,,"39.41667,-93.11667",1,UN/LOCODE
,US,BCK,Brunswick,Brunswick,OH,RL,--3-----,0001,,4115N 08150W,,"41.2456819,-81.8275398",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/182625
,US,BW4,Brunswick Gardens,Brunswick Gardens,NJ,RQ,--3--6--,0907,,4023N 07420W,,"40.38333,-74.33333",1,UN/LOCODE
,US,BHQ,Brush,Brush,CO,RQ,--3-----,9307,,4016N 10337W,,"40.2584914,-103.623473",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/151520545#map=12/40.2584914/-103.623473
,US,SQ3,Brush Prairie,Brush Prairie,WA,RL,--3-----,1301,,4543N 12232W,,"45.71667,-122.53333",2,UN/LOCODE
,US,VDG,Brush Valley,Brush Valley,PA,RL,--3-----,1607,,4032N 07904W,,"40.53333,-79.06667",0,UN/LOCODE
,US,VXB,Brushton,Brushton,NY,RL,--3-----,1607,,4449N 07430W,,"44.81667,-74.50000",2,UN/LOCODE
,US,BCH,Brushvale,Brushvale,MN,RL,1-3-----,0212,,4622N 09639W,,"46.36667,-96.65000",1,UN/LOCODE
,US,BL6,Brusly,Brusly,LA,RL,--3-----,0901,,3023N 09115W,,"30.38333,-91.25000",1,UN/LOCODE
,US,B6S,Brussels,Brussels,WI,RL,--3-----,2001,,4444N 08737W,,"44.73333,-87.61667",3,UN/LOCODE
,US,BRY,Bryan,Bryan,OH,RQ,--3-----,9307,,4128N 08433W,,"41.4747732,-84.5524508",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/182831
,US,CFD,Bryan,Bryan,TX,AI,--34----,9601,,3040N 09622W,,"30.6743643,-96.3699632",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/113515
,US,YNT,Bryant,Bryant,AR,RL,--3-----,0701,,3435N 09230W,,"34.58333,-92.50000",2,UN/LOCODE
,US,9BY,Bryant,Bryant,WI,RL,-23-----,1401,,4512N 08901W,,"45.20000,-89.01667",1,UN/LOCODE
,US,BT2,"Bryant, Hamlin","Bryant, Hamlin",SD,RQ,--3-----,0607,,4435N 09728W,,"44.590661,-97.4673827",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/194977
,US,BCE,Bryce,Bryce,UT,AI,---4----,0001,,3734N 11211W,,"37.5707948,-112.18559391121381",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/4716641
,US,BYE,Bryn Mawr,Bryn Mawr,PA,RQ,--3-----,9307,,4001N 07518W,,"40.0198335,-75.3046299",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/158292492#map=12/40.0198335/-75.3046299
,US,QYS,Bryson,Bryson,TX,RL,--3-----,1201,,3309N 09823W,,"33.15000,-98.38333",1,UN/LOCODE
,US,BYF,Bryson City,Bryson City,NC,RQ,--3-----,9307,,3526N 08327W,,"35.4309291,-83.447381",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/179719
,US,BUC,Buchanan,Buchanan,MI,RQ,--3-----,9307,,4152N 08624W,,"41.871140249999996,-86.39776007327957",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/10155182
,US,YUA,Buchanan,Buchanan,NM,RL,-23-----,1301,,4116N 07356W,,"41.2620383,-73.9381943",2797,https://www.openstreetmap.org/relation/174900
,US,KCB,Buchanan,Buchanan,NY,RL,--3--6--,0901,,4115N 07356W,,"41.25000,-73.93333",1,UN/LOCODE
,US,BPJ,Buchanan,Buchanan,TN,RL,--3--6--,0701,,3626N 08813W,,"36.43333,-88.21667",10,UN/LOCODE
,US,BJH,Buchanan,Buchanan,VA,RL,-23-----,0701,,3731N 07940W,,"37.51667,-79.66667",2,UN/LOCODE
,US,UCQ,Buchannon,Buchannon,WV,RL,--3-----,1201,,3859N 08013W,,"38.98333,-80.21667",1174,UN/LOCODE
,US,BKI,Buckeye,Buckeye,AR,RQ,--3-----,9307,,3558N 09010W,,"35.9600714,-90.1589838",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/151512780#map=12/35.9600714/-90.1589838
,US,BXK,Buckeye,Buckeye,AZ,AI,--34----,1807,,3322N 11235W,,"33.3703197,-112.583776",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/110795
,US,BFY,Buckeye Lake,Buckeye Lake,OH,RL,123-----,0601,,3956N 08228W,,"39.93333,-82.46667",1,UN/LOCODE
,US,KF2,Buckfield,Buckfield,ME,RL,--3-----,1501,,4417N 07022W,,"44.28333,-70.36667",1,UN/LOCODE
,US,BHN,Buckhannon,Buckhannon,WV,RQ,--3-----,9307,,3860N 08014W,,"38.9939426,-80.2322698",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/240006
,US,UKB,Buckhead,Buckhead,GA,RQ,--3-----,0907,,3334N 08321W,,"33.56667,-83.35000",100,UN/LOCODE
,US,BKC,Buckland,Buckland,AK,AI,---4----,0001,,6559N 16108W,,"65.9785168,-161.1268751",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/150919077#map=12/65.9785168/-161.1268751
,US,4CB,Buckland,Buckland,MA,RL,--3-----,1607,,4235N 07247W,,"42.58333,-72.78333",1,UN/LOCODE
,US,BUZ,Buckley,Buckley,WA,RQ,--3-----,9307,,4710N 12202W,,"47.1622483,-122.027746",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/237676
,US,CNW,Buckner,Buckner,KY,RL,-23--6--,0601,,3822N 08526W,,"38.36667,-85.43333",3,UN/LOCODE
,US,B2U,Buckner,Buckner,MO,RL,--3-----,1701,,3907N 09411W,,"39.11667,-94.18333",2,UN/LOCODE
,US,BKA,Bucks,Bucks,AL,RQ,--3-----,9307,,3101N 08801W,,"31.01630685,-88.02448016014876",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/17019769
,US,KKD,Buckskin,Buckskin,IN,RL,--3-----,0901,,3813N 08724W,,"38.21667,-87.40000",2,UN/LOCODE
,US,BUP,Bucksport,Bucksport,ME,RN,1-3-----,0105,,4434N 06848W,,"44.5736852,-68.7955879",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/12203904
,US,BXW,Bucyrus,Bucyrus,OH,RQ,--3-----,9307,,4049N 08259W,,"40.8083909,-82.9754649",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/182583
,US,ILU,Buda,Buda,IL,RL,--3--6--,0501,,4119N 08940W,,"41.31667,-89.66667",1,UN/LOCODE
,US,BDU,Buda,Buda,TX,RL,--3-----,0101,,3005N 09751W,,"30.08333,-97.85000",1,UN/LOCODE
,US,BDK,Budd Lake,Budd Lake,NJ,RL,--3-----,0207,,4052N 07444W,,"40.86667,-74.73333",1,UN/LOCODE
,US,BUD,Bude,Bude,MS,RQ,--3-----,9307,,3128N 09051W,,"31.4629491,-90.8501014",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/6404321
,US,UHU,Buechel,Buechel,KY,RL,--3-----,1307,,3811N 08539W,,"38.18333,-85.65000",2,UN/LOCODE
,US,BLT,Buellton,Buellton,CA,RL,--3-----,0212,,3438N 12013W,,"34.63333,-120.21667",3,UN/LOCODE
,US,BJY,Buena,Buena,NJ,RQ,--3-----,9307,,3932N 07457W,,"39.53133605,-74.94292527340784",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/170331
,US,BUE,Buena,Buena,WA,RQ,--3-----,9307,,4626N 12019W,,"46.4287397,-120.313389",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/150935883#map=12/46.4287397/-120.313389
,US,BUN,Buena Park,Buena Park,CA,RL,--3-----,0507,,3352N 11759W,,"33.86667,-117.98333",1,UN/LOCODE
,US,JBU,Buena Vista,Buena Vista,CO,RL,-23-----,0701,,3850N 10608W,,"38.83333,-106.13333",1,UN/LOCODE
,US,B2V,Buena Vista,Buena Vista,GA,RL,1----6--,0901,,3219N 08431W,,"32.31667,-84.51667",0,UN/LOCODE
,US,KBI,Buena Vista,Buena Vista,PA,RL,-23-----,0701,,4059N 07946W,,"40.98333,-79.76667",79,UN/LOCODE
,US,BVS,Buena Vista,Buena Vista,VA,RL,-23-----,0212,,3744N 07922W,,"37.73333,-79.36667",1,UN/LOCODE
,US,BU5,Buffalo,Buffalo,IA,RQ,--3-----,1001,,4127N 09043W,,"41.45000,-90.71667",1,UN/LOCODE
,US,IB8,Buffalo,Buffalo,IL,AA,--3-----,1601,,3951N 08924W,,"39.85000,-89.40000",1,UN/LOCODE
,US,BU4,Buffalo,Buffalo,IN,RQ,-----6--,1001,,4052N 08644W,,"40.86667,-86.73333",2,UN/LOCODE
,US,BS7,Buffalo,Buffalo,ME,RL,------7-,1301,,4649N 06829W,,"46.81667,-68.48333",1,UN/LOCODE
,US,UFL,Buffalo,Buffalo,MN,RL,-23-----,0701,,4510N 09352W,,"45.16667,-93.86667",1,UN/LOCODE
,US,BFU,Buffalo,Buffalo,MO,RQ,--3-----,9307,,3739N 09306W,,"37.6434653,-93.0927562",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/141791
,US,BUF,Buffalo,Buffalo,NY,AI,1--45---,0207,,4253N 07853W,,"42.8867166,-78.8783922",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/175031
,US,FYQ,Buffalo,Buffalo,OH,RL,--3-----,0901,,3954N 08131W,,"39.90000,-81.51667",2,UN/LOCODE
,US,B99,Buffalo,Buffalo,OK,RL,--3-----,1607,,3650N 09937W,,"36.83333,-99.61667",1,UN/LOCODE
,US,BZ2,Buffalo,Buffalo,SC,RL,--3-----,1301,,3356N 08222W,,"33.93333,-82.36667",2,UN/LOCODE
,US,UTX,Buffalo,Buffalo,TX,RL,--3-----,1701,,3127N 09603W,,"31.45000,-96.05000",2,UN/LOCODE
,US,FFO,Buffalo,Buffalo,WV,RL,123--6--,0601,,3837N 08159W,,"38.61667,-81.98333",0,UN/LOCODE
,US,BYG,Buffalo,Buffalo,WY,AI,---4----,9601,,4421N 10642W,,"44.3480865,-106.699287",N/A (no UN/LOCODE),https://www.openstreetmap.org/way/40868542#map=12/44.3480865/-106.699287
,US,BGO,Buffalo Grove,Buffalo Grove,IL,RQ,--3-----,9307,,4209N 08758W,,"42.1544205,-87.9589621",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/125650
,US,UJC,Buffalo Junction,Buffalo Junction,VA,RL,--3-----,0901,,3636N 07837W,,"36.60000,-78.61667",1,UN/LOCODE
,US,BUG,Buffalo Lake,Buffalo Lake,MN,RQ,--3-----,9307,,4444N 09437W,,"44.7371841,-94.6169333",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/137819
,US,BFA,Buford,Buford,GA,RQ,--3-----,9307,,3407N 08400W,,"34.1206564,-84.0043513",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/119737
,US,B9U,Buhl,Buhl,AL,RL,--3-----,1801,,3315N 08745W,,"33.25000,-87.75000",1,UN/LOCODE
,US,BHL,Buhl,Buhl,ID,RQ,--3-----,9307,,4236N 11446W,,"42.5990714,-114.7594946",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/121348
,US,B6L,Buhl,Buhl,MN,RL,--3-----,1801,,4729N 09246W,,"47.48333,-92.76667",1,UN/LOCODE
,US,UHL,Buhler,Buhler,KS,RQ,--3-----,0607,,3808N 09746W,,"38.13333,-97.76667",0,UN/LOCODE
,US,B3G,Bulger,Bulger,PA,RL,--3-----,1301,,4022N 08019W,,"40.36667,-80.31667",2,UN/LOCODE
,US,BU3,Bull Valley,Bull Valley,IL,RL,--3-----,1207,,4219N 08821W,,"42.31667,-88.35000",1,UN/LOCODE
,US,ULR,Bullard,Bullard,TX,RL,--3-----,0901,,3208N 09519W,,"32.13333,-95.31667",1,UN/LOCODE
,US,BFG,Bullfrog Basin,Bullfrog Basin,UT,AI,---4----,0401,,3732N 11042W,,"37.53333,-110.70000",N/A (no Nominatim),UN/LOCODE
,US,IFP,Bullhead City,Bullhead City,AZ,AI,---4----,0001,,3509N 11434W,,"35.1477774,-114.568298",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/6695742
,US,BG3,Bulls Gap,Bulls Gap,TN,RL,-23--6--,0701,,3615N 08306W,,"36.25000,-83.10000",1,UN/LOCODE
,US,UVE,Bullville,Bullville,NY,RL,--3-----,0701,,4132N 07421W,,"41.53333,-74.35000",1,UN/LOCODE
,US,BU9,Bulverde,Bulverde,TX,RL,--3-----,1601,,2944N 09827W,,"29.73333,-98.45000",1,UN/LOCODE
,US,UBZ,Bulville,Bulville,NY,RL,--3-----,0307,,4132N 07421W,,"41.53333,-74.35000",N/A (no Nominatim),UN/LOCODE
,US,BZP,Bumpass,Bumpass,VA,RL,--3-----,1201,,3757N 07744W,,"37.95000,-77.73333",2,UN/LOCODE
,US,BKB,Bunker,Bunker,MO,RL,--3--6--,0501,,3727N 09112W,,"37.45000,-91.20000",1,UN/LOCODE
,US,ZBA,Bunker Hill,Bunker Hill,IL,RL,1-------,1301,,3902N 08957W,,"39.03333,-89.95000",1,UN/LOCODE
,US,JBH,Bunker Hill,Bunker Hill,IN,RL,--3-----,0901,,3934N 08626W,,"39.56667,-86.43333",1,UN/LOCODE
,US,B3H,Bunker Hill,Bunker Hill,WV,RL,--3-----,1501,,3920N 07803W,,"39.33333,-78.05000",0,UN/LOCODE
,US,BQK,Bunkie,Bunkie,LA,RL,--3--6--,0901,,3057N 09211W,,"30.95000,-92.18333",0,UN/LOCODE
,US,BNY,Bunn,Bunn,NC,RL,--3-----,0003,,3557N 07815W,,"35.958201,-78.25203335173745",N/A (no UN/LOCODE),https://www.openstreetmap.org/way/38103641#map=12/35.958201/-78.25203335173745
,US,UEL,Bunnell,Bunnell,FL,RL,-23--6--,0401,,2927N 08115W,,"29.45000,-81.25000",2,UN/LOCODE
,US,ULO,Bunola,Bunola,PA,RL,1-3--6--,0601,,4014N 07957W,,"40.23333,-79.95000",0,UN/LOCODE
,US,BUS,Buras,Buras,LA,RL,0-------,9811,,2921N 08931W,,"29.351886,-89.5242248",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/153446977#map=12/29.351886/-89.5242248
,US,BUR,Burbank,Burbank,CA,AI,---4----,9601,,3411N 11818W,,"34.1812089,-118.307201",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/3529574
,US,BUK,Burbank,Burbank,IL,RQ,--3-----,9307,,4144N 08746W,,"41.741406,-87.7686078",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/123136
,US,BB7,Burbank,Burbank,OH,RL,--3-----,0901,,4059N 08159W,,"40.98333,-81.98333",1,UN/LOCODE
,US,BB2,Burbank,Burbank,WA,RQ,--3--6--,0607,,4612N 11900W,,"46.20000,-119.00000",2,UN/LOCODE
,US,UHR,Burchard,Burchard,NE,RL,--3-----,0901,,4008N 09621W,,"40.13333,-96.35000",2,UN/LOCODE
,US,QBG,Burdett,Burdett,KS,RQ,--3--6--,1001,,3812N 09932W,,"38.20000,-99.53333",1,UN/LOCODE
,US,B9N,Burdett,Burdett,NY,RL,--3-----,1407,,4225N 07650W,,"42.41667,-76.83333",1,UN/LOCODE
,US,2BU,Bureau,Bureau,IL,RL,--3-----,1301,,4117N 08921W,,"41.28333,-89.35000",2,UN/LOCODE
,US,BAU,Burgaw,Burgaw,NC,RL,--3-----,0207,,3433N 07756W,,"34.55000,-77.93333",1,UN/LOCODE
,US,BR4,Burgettstown,Burgettstown,PA,RL,--3-----,0901,,4023N 08023W,,"40.38333,-80.38333",1,UN/LOCODE
,US,UIE,Burien,Burien,WA,RL,--3--6--,0601,,4728N 12220W,,"47.46667,-122.33333",1,UN/LOCODE
,US,3BB,Burkburnett,Burkburnett,TX,RL,--3-----,1301,,3405N 09834W,,"34.08333,-98.56667",1,UN/LOCODE
,US,XRK,Burke,Burke,NY,RL,--3-----,1207,,4454N 07410W,,"44.90000,-74.16667",1,UN/LOCODE
,US,K55,Burke,Burke,SD,RL,--3-----,1601,,4310N 09917W,,"43.16667,-99.28333",2,UN/LOCODE
,US,UKE,Burke,Burke,VA,RL,--3-----,0701,,3847N 07716W,,"38.78333,-77.26667",1,UN/LOCODE
,US,ZBV,Burkesville,Burkesville,KY,RQ,--3--6--,0607,,3647N 08522W,,"36.78333,-85.36667",1,UN/LOCODE
,US,UKV,Burkeville,Burkeville,VA,AA,--3-----,1601,,3711N 07812W,,"37.18333,-78.20000",0,UN/LOCODE
,US,BQL,Burkville,Burkville,AL,RQ,--3-----,9307,,3220N 08632W,,"32.3281945,-86.5369197",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/153782398#map=12/32.3281945/-86.5369197
,US,BND,Burleson,Burleson,TX,RQ,--3-----,9307,,3233N 09719W,,"32.5420821,-97.3208492",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/115241
,US,ZBU,Burley,Burley,ID,RL,--34----,0401,,4232N 11347W,,"42.53333,-113.78333",1,UN/LOCODE
,US,BYP,Burley,Burley,PA,RQ,--3-----,9307,,4232N 11348W,,"42.5357428,-113.792794",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/121444
,US,BYI,Rupert-Burley Apt,Rupert-Burley Apt,ID,AI,---4----,9601,,,,,N/A,N/A
